text,Emotion
i feel weird having to yank it down and readjust it at points,disgust
i was also worried about the long trip because i had vomited the night before and as you may guess im not feeling well at all,fear
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger
i feel so strange sitting here blogging away amp not having to study,surprise
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear
i was actually feeling very distressed,sadness
i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,fear
i still have such a hard time writing my work down and when i do i feel its not perfect,sadness
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,disgust
i dont know where and when i can feel the thrill and im scared that im going to miss it,sadness
i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,anger
i feel selfish but i think it s about time i was,anger
i feel like pulling a paige from charmed just dont hurt me ok,sadness
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy
i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,fear
i wake up ill feel really really mad,anger
i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger
i email authors about interviews i feel a little intimidated,fear
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,sadness
i just wanted the world to feel strange to me again,surprise
i can walk down another street and stop feeling helpless and hopeless,sadness
i feel like i should be suspicious of her but im just so happy to see her,joy
i feel thrilled to be able to investigate my own personal mythology around this subject,joy
i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,anger
i feel confident that we will be blessed with other children in the lords timing,joy
i feel strange out of sorts and i wont resort to this again,surprise
i love comments so feel free,joy
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear
i feel rushed i make poor food choices and start to slide back towards bad habits,sadness
i am feeling happy,joy
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,disgust
i feel very confident today on my front nine,joy
i did on weekends was sleep and feel bitter about the world,anger
i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,fear
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,sadness
i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,disgust
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger
i feel selfish and spoiled,anger
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger
i am being told i should feel satisfied because i am in good standing with the powers that be,joy
i feel like i should see it through to the bitter end so thats what im going to do,anger
i feel really joyful img src http s,joy
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,joy
i also always feel a little scared,fear
i always loved the blue angels and i feel so privileged and proud to be a blue angel burmeister said,sadness
im feeling nervous but since it wasnt sore to touch to stretch or to use the muscles i felt assured it was nothing and that it would pass,fear
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,fear
i feel like i am the only person who is not ecstatic to be here right now,joy
i know thats not true but thats how i feel i get scared,fear
i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack,sadness
im feeling shaky and feverish and mad,anger
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,joy
i am way behind with my work on the fantasy novel and i feel very frustrated,anger
i feel like i have an uncomfortable limit,disgust
i am feeling overwhelmed by god s grace,surprise
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger
i feel angry alone unwanted vexed irritable all the time,anger
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,joy
i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,anger
i feel annoyed by that girl,anger
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,anger
i feel afraid to have a voice and im just a guest,fear
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,fear
i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,anger
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,joy
i just feel weird doing it but i want to make sure he feels loved in there,disgust
im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,anger
i often feel so distressed and freaked out whenever my child gets sick,sadness
i cant hide my feeling when i feel so glad,joy
i feel very happy and excited since i learned so many things,joy
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,fear
i have to admit i am feeling a bit intimidated by the challenge of,fear
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,anger
i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,anger
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger
i feel so rude i thought as i dialed my house,anger
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger
i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses,sadness
i sing as one who feels contented with a comfortable life and comfortable christmas that includes general happiness about eternity,joy
i just cant help it from feeling so insecure,fear
i know i can do it and in fact that i will but i feel terrified that the stories won t be as good as they could be and that any readers that i can actually convince to buy the book will read it and hate it and never want to read anything by me again,anger
i feel this distraught i am thankful that the weather is improving so much,sadness
i was feeling like garbage all day allergies but im glad i didnt last minute cancel,joy
i drank a cup of coffee i feel all nervous and weird now,disgust
i like to pray a decade whenever im feeling stressed or scared,fear
im feeling selfish enough to start this lovely scarf for myself,anger
i was still feeling a bit unsure a bit not convinced still a bit frustrated,anger
i still feel vulnerable around him,fear
i will feel a bit of insecure,fear
i feel clearer more joyful and alive,joy
i sit here tonight i feel anxious,fear
i feel petrified about his future,fear
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,joy
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear
i feel afraid to live alone living far from them,sadness
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,joy
i just couldnt fall asleep feeling scared,fear
i woke up on the sofa feeling extremely agitated around pm,anger
i am beginning to feel startled by how little of last week i remember,surprise
i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger
im feeling quite excited because i get to introduce you to my newest fabulous sponsor,joy
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger
im feeling so angry because that was just wasted work from her side,anger
i was just feeling terrified terrified of the people around me and the situation it involves,fear
i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,anger
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy
i understand that you may feel that it is very rude that i keep destroying your house with my face,anger
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,joy
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,anger
i hang out i leave feeling energized and happy,joy
i do my best but it feels uncomfortable,disgust
im trying to find ways to add more sewing into my schedule without feeling completely overwhelmed,surprise
i get this gut feeling or am i just being paranoid,fear
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,surprise
i was up early today to vote before the lines got too long and i didnt have that feeling at all but i was uncomfortable for another reason,disgust
i not feel resentful for always putting out more effort then ever receiving,anger
i was left feeling slightly intimidated and overwhelmed,surprise
i have been feeling very apprehensive about going back,fear
i have the best conversations and the best time together unlike any ive had before but i feel like being totally in love with him does no good when he could care less about some stupid sophomore,anger
im not scared at all anymore im fine i feel terrific about the surgery,fear
im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,joy
i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,fear
i feel pretty terrified immature and not ready,fear
i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year,sadness
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger
i think honestly i did feel a bit vulnerable,fear
i feel like its flying by and im afraid im going to miss something,sadness
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,joy
im feeling lately vulnerable impressionable and a little emotional,fear
im just feeling relieved to have picked up our boy before they shut the place down and seized the dogs and happy to have gotten him out of there,joy
i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,surprise
im years old and i must admit that it has made me feel uncomfortable,disgust
i feel all agitated and moody and wanting wanting wanting,anger
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,joy
i feel more superior dead chicken or grieving child,sadness
i feel very resolved yet somehow very depressed,sadness
i feel rude about going to the bathroom when she s in there,anger
i am feeling a combination of smug and happy,joy
i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards,anger
i was feeling kind of resentful about it since its april and all,anger
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
i feel outraged that my life is so easy so blessed,anger
i feel really angry sometimes because for the love of god havent we been through enough,anger
i feel peaceful and unafraid certain that my god has my best interests at heart,joy
i stop learning or if i am feeling inhibited my performance flounders,anger
i feel kind of strange,surprise
i feel very strongly passionate about when some jerk off decides to poke and make fun of us,joy
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear
i think i am starting to feel jealous,anger
im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,fear
i began making dinner feeling good that i had succeeded in listening which resulted in a now cheerful husband,joy
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,joy
i would say that when they start they will feel really intimidated by the code and how vast everything is,fear
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,sadness
i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,anger
i believe if you have happy and healthy relationships you are likely to feel much more energized and inspired which will be reflected in your overall health and appearance,joy
i was half feeling very irritated and just wanted to get out of a amp f lol,anger
i thought wed escaped the interminable bouts of bods in dressing gowns feeling each others lapels we now have the charming spectacle as i type of a guy in a tight fitting deep blue combo trying to for all intents and purposes take another guy in red from behind,sadness
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,surprise
i cant help feeling agitated about,anger
i get a slightly warm feeling coming over me and a strange sense of completeness like the feeling you get right afterwards except it s coupled with those thoughts of a one night stand in which you sobered up before she left in the morning,surprise
i feel like a tree which is being shaken rudely from its comfortable ground,joy
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
i was feeling so angry so upset that i just want to run away,anger
i may finally sit down and feel sweet release only to notice i have misplaced my glasses or that the kids have found a unique place for them,sadness
im not dressed up and im already feeling sort of bah humbug today but i am really annoyed at a type today,anger
im sitting there with both boobs hanging out so why do i feel uncomfortable,disgust
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,joy
i do not believe guns are the solution to feeling afraid,fear
i think just noticing this in me that i m more prone to feel jealous right now is helping me show up with a bit more intentionality than at other times in my life,anger
i remember the day i was on the phone with my be fri shannon telling her how i cried because i was feeling truly happy again,joy
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,disgust
i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger
i feel anxious as i usually do around this time of night,fear
i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god,anger
i hit the ground i feel daddy let go completely and i get terrified,fear
im also feeling pretty paranoid a lot and no i dont take drugs,fear
i keep feeling so disgusted with myself,disgust
i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,joy
i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,surprise
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,anger
i feel so resentful about having to take care of us and not getting to do what i want to do,anger
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,sadness
i feel frightened i hear a mighty roar,fear
i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,fear
i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,anger
i feel weird when yuuki talks to other girls,disgust
i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,joy
im feeling cranky and horrible,disgust
i compare it to mine i feel irritated but i tried to be realistic to calm my self down,anger
i feel content sending packet after packet out into the world,joy
i began to feel a cranky feeling of why the hell do i do what i do,anger
i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,joy
i am not strong that i feel scared lonely lost and confused,sadness
id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off,disgust
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,anger
i just feel so annoyed with the way our economic job market is set up,anger
i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist,disgust
i no longer feel timid or insecure when i walked,fear
i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,surprise
i feel when they are distressed in the night is perhaps more than empathy,sadness
i feel really comfortable in them,joy
i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,disgust
i felt low at this point with missing people i know and i love but feeling helpless to do it,joy
i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,disgust
i thought i should be excited that im starting work but im feeling reluctant as ever,joy
i like to look at this ring when im feeling doubtful or down and it reminds me that honestly i dont have any regrets and i know im where im suppose to be,sadness
i love him but i feel threatened with him around a little,joy
i feel slightly more agitated,anger
i started feeling hostile and i am checking my hemorrhoids,anger
i feel very nervous,fear
i started to feel uncomfortable buzzy short of breath and very mildly panicky,disgust
i wonder how it feels to have angered and disappointed millions of people in one morning,sadness
i was a mess completely stressed out feeling terrified of doing the wrong thing of mis stepping or of in any way dishonoring or upsetting my medicine family or any of the participants in the quest itself,fear
i feel much alarmed at the prospect of seeing general jackson president,fear
i will start to feel resentful,anger
i felt myself melting away again but this time it was a happy feeling not a scared one,joy
i feel only jubilant elation,joy
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
i feel that even though some bloggers are popular within one clique there are twice the amount of people who are jealous of their success but chooses to kiss their butt to fit in and triple who disrespect them for their pompous notoriety,anger
i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group,anger
i feel fearful about being vulnerable within a relationship i will see in others that they are not trustworthy and will in turn not trust them,fear
i was down feeling greedy and depressed,sadness
my sister once stole my mothers money and made her very angry after this my mother would beat her up for unreasonable reasons one day my sister lent her book to a friend without telling my mother about it when my mother learnt this she beat her up and even threatened her with a pair of scissors,anger
i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,sadness
i feel frustrated and can t see a way to save it,anger
i didnt feel angry i didnt feel bitter i felt,anger
i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food,fear
i do not believe all media content is bad in fact much of it i feel is absolutly vital to human flourishing,joy
i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,fear
i love the feeling of the cold nipping at my nose while im in warm clothes,joy
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger
i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,sadness
i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,surprise
i feel the presence of god something fearful happens i became aware of my own unworthiness my own short comings and yes my own sin,fear
i get to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do,joy
i hate to interrupt you but the truth is i m feeling uncomfortable,anger
i will be thinking of each one of you i will be happy toast and feel my sincere huge magical group hug link rel stylesheet type text css href http jdelivery,joy
i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,surprise
i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,fear
i didnt feel terrified,fear
i feel disgusted to even be associated with this woman by my race and nationality,disgust
i began to feel strange i thought to myself here it comes,surprise
i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,surprise
i know that feeling myself the strange sense of serendipity where minds collide between pages,surprise
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,fear
i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,surprise
i hope that you feeling fine well i wanna say happy birthday and that you realize your dreams and you always be happy because you are a perfect person and you deserves the best,joy
i can t hate too much because i feel like she s looking pretty damn flawless in these pics,anger
im thankful to work in a place where i can feel comfortable and supported,joy
ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,surprise
ive been on a bike and this bike it feels kind of strange,surprise
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,anger
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,joy
i open the file im interested in and for about twenty minutes read fiddle and wonder why im not feeling creative,surprise
i started the dew beyond having a positive showing of the south to encourage writers from all experiences and levels of advancement to feel comfortable sharing their work,joy
i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,joy
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,anger
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,joy
i didn t for one minute feel intimidated or stupid,anger
im feeling bitter today my mood has been strange the entire day so i guess its that,anger
i started feeling a bit alarmed but i was not afraid for some reason,fear
i felt i completely belonged and i didn t feel shy and frightened any more,fear
i was feeling more than a little apprehensive as i was traveling on an emergency issued passport kindly supplied by the british consulate in los angeles a week ago,fear
i wonder sometimes how it must feel to be rich,surprise
i feel mad whats your,anger
i also feel overwhelmed by to do lists,surprise
i feel like by being so timid ive lost a lot of opportunities to make connections with people that ive wished id made connections with,sadness
i asked feeling outraged,anger
i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,joy
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,fear
i feel uncontrollably agitated and i have no idea why,anger
i feel like i could have gotten all apprehensive for no reason at all,fear
i feel strange putting a review in this post so ill keep it brief,surprise
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger
i feel frightened to be a citizen of india where honest performances are neither recognised nor appreciated,fear
i was feeling too agitated to read and it was too hot out to walk,anger
i also feel that i am often a burden and in the way more than anything as a nursing student to the other nurses yet i must remember that while some may be grumpy at our presence everyone has to learn somewhere and boo friggety hoo if some medical personnel are irritated by the nursing students,anger
i am feeling terrified anxious excited and apprehensive among a million other things,fear
i love the look of the black and i feel like that would be the smart choice but im kind of drawn to the rich blue or grayish blue,sadness
i look at him i feel disgusted and some what annoyed by his actions,anger
i never feel like i have it perfect sometimes i lean a little too heavy on the work which means more chaos at home and sometimes i lean a little too heavy on the home which means i get a little lonely and cranky,sadness
i go to the gym i can t even get my heart rate high enough to feel satisfied thanks to the level of competition i ve experienced in the past couple of years,joy
i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre,joy
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
im feeling nervous about it,fear
i am designing games it really makes me feel excited,joy
ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to,surprise
i keep wondering why im hitting walls of grief and loss even while im having fun or feeling excited or enjoying some wonderful friends and pre summer time experiences,joy
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,anger
i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,sadness
i just feel like being selfish and really live my life,anger
ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,joy
i feel like i am a selfish person,anger
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger
i just feel insecure so what should i do sis,fear
i had then these were truly terrifying and still feel shaken and uneasy because of them,fear
i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,joy
i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that im a mom,disgust
i have been feeling is any indication on this childs personality then i am petrified,fear
i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,fear
ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,joy
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,sadness
i am feeling doubtful confused lost and what not,sadness
i feel irritated a lot,anger
i didnt feel she was being selfish and completely understood where she was coming from,anger
i just feel terrified,fear
i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate,surprise
i feel apprehensive about the ride ahead,fear
i keep having all of these wonderful feelings and dreams and i am so terrified that they are bad or harmful or wrong but they are not,fear
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,disgust
i am terrified and not feeling terribly keen right now,fear
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,disgust
i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,joy
i feel so special that so many people prayed so hard for me,sadness
i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger
i feel so nervous anxious and i dont know why,fear
i suppose to feel terrified,fear
i have wasted entirely too much time feeling insecure about my body,fear
im tired of crying then feeling content and loved then going back to crying again,joy
i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,sadness
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
i feel apprehensive and wonder if the marks i have made in the past are still there,surprise
i feel resentful that i have too,anger
i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,anger
i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,sadness
i feel uncomfortable using the word awesome but this idea actually is,disgust
i hate all shopping when i feel rushed by hoards of people,anger
i wake up feeling fearful and helpless,fear
i feeling so uncertain concerned afraid of this person circumstance environment change,fear
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,disgust
imdoing good and its almost strange to feel carefree,surprise
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,surprise
i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,sadness
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear
i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,sadness
i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,sadness
i feel their energy i feel a joyful sweet enthusiasm for life,joy
i feel really despised i haven t told them yet but it s really awful feeling so segregated,disgust
i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,surprise
i were to stop there no doubt you d leave feeling dissatisfied,anger
i almost feel startled,surprise
i feel so honored and grateful to have met kassim selamat of the swallows during my trip,joy
i feel terrified of the future,fear
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,anger
i feel myself afraid of being abandoned,fear
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,fear
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,joy
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,fear
i feel very distraught right now,sadness
i feel i was intimidated by the college and people at home,fear
i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes,fear
im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,fear
im feeling peaceful and im happy that i dont have to do anymore scabi im in verona my final week,joy
i spent my vacation from school feeling confused and heartbroken,sadness
i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,joy
i feel almost outraged that such a crap day should fall on my most favourite of days,anger
i feel frustrated or impatient,anger
im feeling weird,disgust
ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,joy
i feel excited about something that is soley for me here is the video about it,joy
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,sadness
i hate asking myself why i feel so reluctant when he tries to kiss me,anger
i say that to myself when i am unsure or feeling insecure about what others think of me,fear
i feel nervous but hes in control pretty soon,fear
i see those forms that i havent do yet i just feel very agitated,anger
i feel anybody got angry to me in an awkward silence,anger
i know is what i feel and i feel absolutely terrified so overwhelmed with desire and like all i can do is cry and drink beer and prey that maybe i will find a way to make all of these lyrics work within my thought process,surprise
i know im feeling agitated as it is from a side effect of the too high dose,anger
i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,anger
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,surprise
i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,joy
having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,disgust
i feel so like distraught and lost being there,sadness
i spent most of that game feeling unsure about where i needed to be what i should be doing and just mostly feeling completely lost,sadness
